food_name,food_type,energy,proteins,total_fat,water,carbohydrates_total,calcium,iron,sodium
Mora o zarzamora,Frutas y Derivados,27.0,2.1,0.5,86.4,10.4,33.0,0.37,0.0
"Noni, con cáscara, sin pepas",Frutas y Derivados,25.0,0.8,0.5,83.2,14.8,49.0,0.0,13.0
Palta dedo o cocktail,Frutas y Derivados,166.0,1.8,19.1,71.5,6.6,18.0,0.43,0.0
Palta Hass,Frutas y Derivados,204.0,1.0,23.5,65.9,7.8,9.0,0.57,4.0
"Papaya, néctar natural, sin azúcar",Frutas y Derivados,15.0,0.4,0.5,95.9,3.1,10.0,0.14,1.0
Pasa rubia,Frutas y Derivados,265.0,2.4,1.0,22.6,72.1,29.0,2.67,3.0
Piña Golden o baby golden,Frutas y Derivados,55.0,0.6,0.1,83.2,15.7,11.0,0.18,0.0
Piña Hawaiana,Frutas y Derivados,44.0,0.6,0.4,86.8,11.9,8.0,0.19,0.0
Piña Selva,Frutas y Derivados,30.0,0.5,0.4,89.8,9.3,6.0,0.15,0.0
"Piña Selva, néctar natural, sin azúcar",Frutas y Derivados,19.0,0.2,0.5,95.7,3.5,2.0,0.17,1.0
Pitajaya roja,Frutas y Derivados,56.0,0.8,0.7,83.3,14.4,11.0,0.32,0.0
"Plátano bellaco maduro, frito en aceite vegetal",Frutas y Derivados,173.0,1.1,3.7,55.0,39.0,3.0,0.0,0.0
"Uva Red Globe, con cáscara, sin pepas",Frutas y Derivados,52.0,0.6,0.4,82.6,13.6,11.0,0.34,3.0
Aceite compuesto (vegetal 70% pescado 30%),"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Aceite de pescado, hidrogenado","Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Aceite vegetal de algodón,"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Aceite vegetal de girasol,"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Aceite vegetal de maíz,"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Aceite vegetal de maní,"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Aceite vegetal de olivo,"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Aceite vegetal de palma,"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Aceite vegetal de soya,"Grasas, Aceites y Oleaginosas",884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Almendra,"Grasas, Aceites y Oleaginosas",554.0,19.4,54.1,5.1,18.3,195.0,3.72,1.0
Avellana,"Grasas, Aceites y Oleaginosas",498.0,10.6,52.9,3.1,30.3,144.0,3.3,61.0
"Cacao, semillas secas","Grasas, Aceites y Oleaginosas",570.0,12.0,46.3,3.6,34.7,106.0,3.6,4.0
Castaña peruana o nuez de Brasil,"Grasas, Aceites y Oleaginosas",647.0,13.0,69.0,3.9,10.7,144.0,2.1,22.0
"Maní crudo, sin cáscara con piel","Grasas, Aceites y Oleaginosas",559.0,24.1,48.2,7.3,17.7,66.0,1.5,0.0
Maní sancochado,"Grasas, Aceites y Oleaginosas",374.0,15.9,27.5,32.3,21.9,47.0,3.6,0.0
"Maní tostado, sin piel","Grasas, Aceites y Oleaginosas",590.0,27.1,51.0,2.0,16.9,48.0,2.2,0.0
Manteca de cerdo,"Grasas, Aceites y Oleaginosas",879.0,0.0,99.4,0.5,0.0,0.0,0.0,0.0
Manteca vegetal,"Grasas, Aceites y Oleaginosas",880.0,0.0,99.5,0.1,0.0,0.0,0.0,0.0
Mantequilla,"Grasas, Aceites y Oleaginosas",729.0,2.0,82.0,16.0,0.0,0.0,0.0,0.0
Mantequilla con sal,"Grasas, Aceites y Oleaginosas",717.0,0.9,81.1,15.9,0.1,24.0,0.02,0.0
Margarina vegetal con sal,"Grasas, Aceites y Oleaginosas",720.0,0.6,81.0,16.0,0.3,0.0,0.0,0.0
Nuez,"Grasas, Aceites y Oleaginosas",654.0,14.8,69.1,3.8,10.5,86.0,2.92,3.0
Cashú o castaña de cashú,"Grasas, Aceites y Oleaginosas",574.0,16.5,51.1,2.3,27.4,61.0,0.0,6.0
"Chía, semilla de","Grasas, Aceites y Oleaginosas",362.0,19.9,32.5,7.7,35.3,478.0,0.0,3.0
"Linaza, semilla de","Grasas, Aceites y Oleaginosas",420.0,17.8,42.5,8.1,28.7,228.0,3.41,42.0
"Margarina, Astra de La Danesa 60% grasa vegetal","Grasas, Aceites y Oleaginosas",506.0,0.0,57.2,34.9,0.0,0.0,0.0,1048.0
"Margarina, Dorina Batida al 70% de grasa","Grasas, Aceites y Oleaginosas",597.0,0.0,67.6,25.8,0.0,0.0,0.0,762.0
"Margarina, Dorina Clásica al 70% de grasa","Grasas, Aceites y Oleaginosas",578.0,0.0,65.4,26.5,0.0,0.0,0.0,861.0
"Margarina, Dorina Light al 50% de grasa","Grasas, Aceites y Oleaginosas",409.0,0.0,46.2,44.7,0.0,0.0,0.0,711.0
"Margarina, La Danesa 70% de grasa vegetal","Grasas, Aceites y Oleaginosas",590.0,0.0,66.8,24.5,0.0,0.0,0.0,1247.0
"Margarina, La Preferida 70% grasa","Grasas, Aceites y Oleaginosas",598.0,0.0,67.6,24.6,0.0,0.0,0.0,1229.0
"Margarina, Manty 40% de grasa vegetal","Grasas, Aceites y Oleaginosas",325.0,0.0,36.8,50.6,0.0,0.0,0.0,1790.0
"Margarina, Sello de Oro","Grasas, Aceites y Oleaginosas",607.0,0.0,68.6,24.8,0.0,0.0,0.0,926.0
"Margarina, Swis Light","Grasas, Aceites y Oleaginosas",407.0,0.0,46.1,44.8,0.0,0.0,0.0,864.0
"Margarina, Swis 60% de grasa","Grasas, Aceites y Oleaginosas",479.0,0.0,54.1,36.6,0.0,0.0,0.0,800.0
Ñuña tostada,"Grasas, Aceites y Oleaginosas",385.0,17.2,13.1,4.4,61.8,60.0,0.0,26.0
Pecana,"Grasas, Aceites y Oleaginosas",670.0,9.1,73.8,3.9,11.7,43.0,2.53,1.0
Sacha Inchi tostado,"Grasas, Aceites y Oleaginosas",574.0,25.6,54.4,2.8,14.5,267.0,0.0,3.0
"Ajonjolí, semilla de*","Grasas, Aceites y Oleaginosas",525.0,17.7,49.7,4.7,23.5,975.0,14.55,11.0
"Ajonjolí negro, semilla de","Grasas, Aceites y Oleaginosas",501.0,16.0,51.3,5.4,21.7,995.0,0.0,3.0
"Girasol, semilla de","Grasas, Aceites y Oleaginosas",587.0,20.2,58.6,2.4,15.4,98.0,7.69,2.0
Aceite vegetal de girasol con adición de EPA y DHA,"Grasas, Aceites y Oleaginosas",883.0,0.0,99.9,0.1,0.0,0.0,0.0,0.0
Aceite vegetal de girasol con canola,"Grasas, Aceites y Oleaginosas",883.0,0.0,99.9,0.1,0.0,0.0,0.0,0.0
Aceite vegetal de oliva extravirgen,"Grasas, Aceites y Oleaginosas",883.0,0.0,99.9,0.1,0.0,0.0,0.0,0.0
Aceite vegetal de sacha Inchi,"Grasas, Aceites y Oleaginosas",883.0,0.0,99.9,0.1,0.0,0.0,0.0,0.0
Mantequilla sin sal,"Grasas, Aceites y Oleaginosas",746.0,0.2,84.7,15.0,0.0,18.0,0.08,10.0
"Maní tostado, acaramelado con ajonjolí, envasado","Grasas, Aceites y Oleaginosas",473.0,13.4,23.0,1.4,60.7,56.0,1.65,4.0
Pasta untable de maní con sal,"Grasas, Aceites y Oleaginosas",642.0,26.0,51.6,0.8,18.5,45.0,1.54,306.0
Pistasho,"Grasas, Aceites y Oleaginosas",582.0,19.2,54.2,0.9,22.3,94.0,2.98,418.0
Almeja blanca,Pescados y Mariscos,71.0,14.4,1.1,82.4,0.0,50.0,1.8,0.0
"Aska (crustáceo), al estado natural",Pescados y Mariscos,462.0,56.6,19.4,8.0,11.1,40.0,76.9,0.0
"Aska, sometido a cocción (crustáceo)",Pescados y Mariscos,467.0,56.0,20.3,8.0,10.9,42.0,75.0,0.0
Barquillos,Pescados y Mariscos,89.0,18.5,0.5,78.2,1.3,108.0,0.2,0.0
Camaroncito seco (chino),Pescados y Mariscos,247.0,52.3,1.9,29.6,1.6,524.0,4.9,0.0
Camarones frescos,Pescados y Mariscos,88.0,17.8,0.2,78.0,2.6,117.0,0.1,0.0
Cangrejo,Pescados y Mariscos,94.0,19.8,0.6,75.2,1.1,108.0,0.82,1000.0
Cangrejo cocido*,Pescados y Mariscos,97.0,14.8,2.9,78.4,1.9,423.0,4.1,41.0
Caracol,Pescados y Mariscos,87.0,16.9,0.8,78.6,1.9,158.0,2.0,206.0
"Chanque, loco o tolina",Pescados y Mariscos,104.0,21.9,0.3,74.3,1.8,85.0,1.5,0.0
Choros,Pescados y Mariscos,91.0,13.0,2.3,78.7,3.7,119.0,5.05,0.0
Concha de abanico,Pescados y Mariscos,92.0,15.9,1.8,78.2,1.9,12.0,0.29,0.0
Erizo,Pescados y Mariscos,147.0,16.3,7.9,72.1,1.4,59.0,0.7,0.0
Langostino blanco,Pescados y Mariscos,69.0,14.5,0.8,83.8,0.0,89.0,2.03,0.0
Lapas,Pescados y Mariscos,86.0,18.5,0.4,78.1,0.9,102.0,1.2,0.0
Machas,Pescados y Mariscos,130.0,23.2,1.3,69.5,4.7,172.0,4.8,0.0
"Pescado acarabuazú, salado deshidratado",Pescados y Mariscos,292.0,47.5,9.9,25.0,0.0,559.0,2.5,0.0
Pescado anchoveta,Pescados y Mariscos,156.0,19.1,8.2,70.8,0.0,77.0,3.04,0.0
"Pescado atún, en conserva",Pescados y Mariscos,181.0,22.9,9.9,65.3,0.0,0.0,0.0,0.0
"Pescado atún, enlatado en agua",Pescados y Mariscos,116.0,25.5,0.8,72.5,0.0,11.0,1.53,0.0
"Pescado atún, enlatado en aceite",Pescados y Mariscos,186.0,26.5,8.1,63.0,0.0,4.0,1.2,0.0
"Pescado atún, fresco",Pescados y Mariscos,141.0,23.3,4.6,70.4,0.0,0.0,0.0,0.0
Pescado ayanque o cachema,Pescados y Mariscos,88.0,19.6,0.5,77.2,0.0,126.0,0.3,0.0
Pescado bacalao fresco,Pescados y Mariscos,82.0,17.8,0.7,80.2,0.0,16.0,0.4,0.0
Pescado bacalao seco salado,Pescados y Mariscos,290.0,62.8,2.4,16.1,0.0,160.0,3.6,0.0
Pescado bagre,Pescados y Mariscos,80.0,15.2,1.7,80.9,0.0,34.0,1.9,0.0
Pescado bonito,Pescados y Mariscos,138.0,23.4,4.2,70.6,0.0,28.0,0.7,40.0
"Pescado bonito, huevera de",Pescados y Mariscos,101.0,17.2,3.0,75.5,0.0,24.0,1.8,0.0
"Pescado bonito fresco, músculo claro",Pescados y Mariscos,115.0,23.5,1.3,73.1,0.7,20.0,1.03,30.0
"Pescado bonito fresco, músculo oscuro",Pescados y Mariscos,106.0,23.1,0.7,74.7,0.2,10.0,1.93,40.0
"Pescado bonito, pulpa asada",Pescados y Mariscos,136.0,24.0,3.7,69.9,0.0,15.0,1.0,0.0
"Pescado bonito, seco salado",Pescados y Mariscos,184.0,32.3,5.1,44.0,0.0,112.0,6.1,40.0
"Pescado boquichico, salado deshidratado",Pescados y Mariscos,287.0,47.9,9.1,24.3,0.0,458.0,4.8,0.0
"Pescado caballa, en conserva",Pescados y Mariscos,225.0,24.8,14.0,60.1,0.0,0.0,0.0,0.0
"Pescado caballa, fresco",Pescados y Mariscos,182.0,21.5,10.0,66.6,0.0,90.0,1.96,90.0
"Pescado caballa, salado",Pescados y Mariscos,132.0,21.4,4.1,62.3,0.8,120.0,2.45,4015.0
Pescado cabinza,Pescados y Mariscos,96.0,19.1,1.6,77.8,0.0,60.0,2.34,0.0
Pescado cabrilla,Pescados y Mariscos,96.0,18.6,1.8,77.9,0.0,16.0,0.74,0.0
Pescado carachama,Pescados y Mariscos,64.0,14.2,0.4,82.8,0.0,140.0,1.2,0.0
Pescado cazón,Pescados y Mariscos,98.0,21.8,0.5,75.0,0.0,108.0,2.6,0.0
Pescado chita,Pescados y Mariscos,88.0,19.8,0.4,78.0,0.0,22.0,1.3,0.0
"Pescado chita, huevera de",Pescados y Mariscos,62.0,12.3,1.0,83.8,0.0,28.0,1.8,0.0
"Pescado chita, pulpa asada",Pescados y Mariscos,99.0,21.0,1.0,75.1,0.0,22.0,1.0,0.0
Pescado coco,Pescados y Mariscos,99.0,17.4,2.7,78.7,0.0,93.0,0.31,0.0
Pescado cojinova,Pescados y Mariscos,103.0,20.7,1.6,75.6,0.0,16.0,1.11,0.0
Pescado congrio,Pescados y Mariscos,73.0,15.7,0.7,82.1,0.0,8.0,0.0,0.0
Pescado corvina,Pescados y Mariscos,124.0,19.5,4.5,72.6,0.0,57.0,1.1,0.0
"Pescado fuasaco, con espinas",Pescados y Mariscos,72.0,16.3,0.3,79.5,0.0,645.0,1.3,0.0
"Pescado jurel, en conserva",Pescados y Mariscos,127.0,23.2,3.8,67.0,0.0,0.0,0.0,0.0
"Pescado jurel, fresco",Pescados y Mariscos,121.0,22.2,2.7,73.4,0.3,37.0,1.56,115.0
Pescado lenguado,Pescados y Mariscos,91.0,18.8,1.2,79.1,0.0,18.0,0.7,0.0
Pescado lisa,Pescados y Mariscos,119.0,20.8,3.3,74.6,0.0,19.0,1.0,0.0
"Pescado lorna, fresco",Pescados y Mariscos,96.0,18.5,1.9,76.3,0.0,4.0,1.59,0.0
"Pescado lorna, pulpa seca salada",Pescados y Mariscos,150.0,30.9,2.0,44.8,0.0,260.0,5.7,0.0
Pescado machete,Pescados y Mariscos,136.0,20.5,5.4,72.5,0.0,49.0,1.9,0.0
"Pescado maparate, con espinas",Pescados y Mariscos,73.0,15.1,0.9,79.1,0.0,455.0,1.1,0.0
"Pescado merluza, fresco",Pescados y Mariscos,72.0,15.8,0.5,82.4,0.0,15.0,0.2,0.0
"Pescado merluza, seco",Pescados y Mariscos,363.0,73.8,5.3,9.2,0.0,0.0,0.0,0.0
"Pescado mero, fresco",Pescados y Mariscos,85.0,18.6,0.6,79.8,0.0,27.0,0.34,76.0
"Pescado paiche, seco",Pescados y Mariscos,247.0,38.2,9.3,40.4,0.0,50.0,3.3,0.0
Pescado pampanito,Pescados y Mariscos,106.0,19.2,2.7,76.0,0.0,126.0,0.3,0.0
"Pescado paña, salado deshidratado",Pescados y Mariscos,288.0,54.3,6.2,21.5,0.0,710.0,7.1,0.0
Pescado pejerrey,Pescados y Mariscos,105.0,19.6,2.4,76.5,0.0,105.0,0.7,0.0
Pescado pejesapo,Pescados y Mariscos,101.0,22.1,0.7,76.0,0.0,0.0,0.8,0.0
"Pescado pejesapo, pulpa asada",Pescados y Mariscos,87.0,19.5,0.4,77.8,0.0,110.0,1.1,0.0
"Pescado pejesapo, pulpa sancochada",Pescados y Mariscos,83.0,18.7,0.3,77.8,0.0,109.0,1.0,0.0
"Pescado perico, fresco, pulpa sin piel",Pescados y Mariscos,91.0,20.2,0.5,78.1,0.0,10.0,0.43,60.0
Pescado pintadilla,Pescados y Mariscos,85.0,18.8,0.5,77.4,0.0,80.0,1.0,0.0
"Pescado ractacara, con espinas",Pescados y Mariscos,87.0,15.4,2.3,74.2,0.0,593.0,1.7,0.0
"Pescado raya, pulpa asada",Pescados y Mariscos,136.0,31.1,0.4,65.9,0.0,15.0,1.2,0.0
Pescado róbalo,Pescados y Mariscos,95.0,21.3,0.5,76.5,0.0,23.0,0.1,0.0
"Pescado sardina, en aceite vegetal, conserva",Pescados y Mariscos,242.0,20.6,17.7,59.1,0.0,300.0,2.23,210.0
"Pescado sardina, en salsa de tomate, conserva",Pescados y Mariscos,85.0,14.9,1.6,78.5,2.8,440.0,1.76,220.0
"Pescado sardina, en grated, conserva",Pescados y Mariscos,171.0,22.4,9.0,65.4,0.0,151.0,1.6,0.0
"Pescado sardina, filete, conserva",Pescados y Mariscos,202.0,25.8,11.0,60.6,0.0,84.0,1.1,0.0
"Pescado sardina, fresco",Pescados y Mariscos,146.0,20.2,6.6,71.3,0.0,41.0,1.9,0.0
"Pescado Tilapia, fresco",Pescados y Mariscos,100.0,18.4,2.1,77.6,0.7,23.0,0.23,43.0
"Pescado toyo, fresco",Pescados y Mariscos,89.0,19.5,0.6,78.8,0.0,20.0,3.43,0.0
"Pescado toyo, seco salado",Pescados y Mariscos,186.0,38.6,2.3,38.3,0.0,0.0,0.0,0.0
Pescado tramboyo,Pescados y Mariscos,85.0,19.2,0.3,78.8,0.0,84.0,0.1,0.0
Pescado trucha rosada,Pescados y Mariscos,110.0,20.9,2.3,75.3,0.0,8.0,0.2,0.0
"Pescado trucha, en conserva",Pescados y Mariscos,167.0,21.5,9.0,66.8,0.0,0.0,0.0,0.0
"Pescado trucha, fresca",Pescados y Mariscos,111.0,19.5,3.1,75.8,0.0,19.0,0.22,52.0
"Pescado yahuarachi, con espinas",Pescados y Mariscos,86.0,15.5,2.2,77.3,0.0,319.0,1.9,0.0
"Pescado yuliya, con espinas",Pescados y Mariscos,85.0,16.9,1.4,77.6,0.0,723.0,1.9,0.0
"Pescado zúngaro, salado deshidratado",Pescados y Mariscos,286.0,47.3,9.3,24.1,0.0,308.0,6.0,0.0
Pique,Pescados y Mariscos,78.0,15.9,1.1,79.3,0.0,302.0,1.3,0.0
Pota,Pescados y Mariscos,91.0,16.0,1.1,78.1,3.1,9.0,0.08,0.0
"Pota, concentrado proteico de",Pescados y Mariscos,396.0,91.8,0.3,5.9,0.5,0.0,0.0,0.0
Pulpo,Pescados y Mariscos,80.0,13.6,1.4,81.6,2.2,53.0,3.0,0.0
"Choro, pulpa cocida, envasado",Pescados y Mariscos,101.0,17.2,1.5,75.2,4.6,58.0,0.12,166.0
"Mixtura de mariscos: langostino, mejillones, caracol, concha de abanico, calamar, pota, envasado",Pescados y Mariscos,80.0,15.3,0.9,80.0,2.8,29.0,0.06,170.0
"Pescado ayanque o cachema, pulpa con piel, sancochado sin sal",Pescados y Mariscos,159.0,20.8,7.7,69.8,0.0,80.0,0.64,140.0
"Pescado Boquichico, fresco",Pescados y Mariscos,95.0,18.3,1.8,78.6,0.1,111.0,0.97,43.0
"Pescado Cojinova, pulpa con piel, sancochado sin sal",Pescados y Mariscos,120.0,26.8,0.6,71.2,0.0,54.0,0.9,57.0
"Pescado Doncella, fresco",Pescados y Mariscos,84.0,18.8,0.4,79.7,0.0,13.0,0.29,46.0
"Pescado jurel, pulpa con piel, frita en aceite vegetal, sin sal",Pescados y Mariscos,159.0,26.8,3.9,63.8,4.2,38.0,0.1,59.0
"Pescado Jurel, pulpa con piel, sancochado sin sal",Pescados y Mariscos,151.0,26.5,4.0,67.9,0.4,70.0,1.85,93.0
"Pescado Paco, fresco",Pescados y Mariscos,83.0,18.6,0.4,79.9,0.0,83.0,0.52,51.0
"Pescado Palometa, fresco",Pescados y Mariscos,124.0,18.0,5.2,75.7,0.0,61.0,0.49,83.0
"Pescado Reyneta, fresco",Pescados y Mariscos,94.0,20.3,0.9,77.6,0.0,25.0,0.3,83.0
"Pez espada, fresco",Pescados y Mariscos,211.0,19.8,14.0,64.9,0.0,38.0,0.47,25.0
"Pescado trucha rosada, pulpa con piel, sancochado sin sal",Pescados y Mariscos,168.0,22.3,8.0,67.9,0.1,100.0,0.51,40.0
"Ballena, carne pulpa de",Carnes y Derivados,90.0,18.6,1.2,78.0,0.0,33.0,2.5,0.0
"Carnero, cabeza sancochada de",Carnes y Derivados,111.0,14.2,5.6,79.2,0.0,17.0,2.1,0.0
"Carnero, corazón de",Carnes y Derivados,115.0,15.9,4.6,77.0,1.4,17.0,2.8,0.0
"Carnero, hígado de",Carnes y Derivados,131.0,19.9,4.0,72.1,2.6,24.0,6.3,0.0
"Carnero, panza de (mondongo)",Carnes y Derivados,72.0,15.7,0.6,83.8,0.0,45.0,0.9,0.0
"Carnero, patas sancochadas de",Carnes y Derivados,108.0,20.9,2.1,76.5,0.0,50.0,1.0,0.0
"Carnero, pulmón de (bofe)",Carnes y Derivados,77.0,13.4,2.2,81.0,0.0,21.0,6.2,0.0
"Carnero, riñón",Carnes y Derivados,109.0,18.0,3.2,76.7,0.8,40.0,4.1,0.0
"Carnero, sesos de",Carnes y Derivados,113.0,10.0,7.8,79.1,0.0,7.0,2.7,0.0
"Carnero, pulpa gorda",Carnes y Derivados,267.0,16.9,21.6,60.7,0.0,12.0,2.1,0.0
"Carnero, pulpa muy magra",Carnes y Derivados,136.0,19.0,6.1,73.8,0.0,7.0,2.2,0.0
"Carnero, pulpa semigorda",Carnes y Derivados,253.0,18.2,19.4,61.4,0.0,7.0,2.5,0.0
"Cerdo, carne sin hueso",Carnes y Derivados,198.0,14.4,15.1,69.2,0.1,12.0,1.3,0.0
"Cerdo, hígado de",Carnes y Derivados,128.0,18.5,4.7,73.7,1.7,17.0,6.2,0.0
"Cerdo, patas semigordas",Carnes y Derivados,284.0,20.0,22.0,57.0,0.0,16.0,3.0,0.0
"Cerdo, pulmón de (bofe)",Carnes y Derivados,79.0,13.5,2.4,81.3,0.0,17.0,3.4,0.0
"Cerdo, riñón de",Carnes y Derivados,139.0,13.9,8.8,75.4,0.0,6.0,5.2,0.0
"Chivo, carne pulpa de",Carnes y Derivados,115.0,19.4,3.6,73.9,0.0,8.0,3.1,0.0
"Conejo, carne pulpa de",Carnes y Derivados,136.0,20.1,5.6,72.8,0.0,13.0,0.0,0.0
"Gallina, pechuga de, sin piel",Carnes y Derivados,108.0,19.2,2.9,73.2,0.0,5.0,0.8,0.0
"Gallina, pierna de, sin piel",Carnes y Derivados,120.0,20.6,3.6,71.3,0.0,9.0,0.9,0.0
"Majaz, carne pulpa de",Carnes y Derivados,108.0,21.4,1.2,74.7,1.4,59.0,0.0,0.0
"Motelo, carne pulpa de",Carnes y Derivados,113.0,21.4,1.8,74.6,1.4,51.0,0.7,0.0
"Pato, carne de",Carnes y Derivados,326.0,16.0,28.6,54.3,0.0,15.0,1.8,0.0
"Pavo, carne de",Carnes y Derivados,160.0,20.4,8.0,70.4,0.0,15.0,3.8,0.0
"Pollo, carne pulpa",Carnes y Derivados,119.0,21.4,3.1,74.5,0.0,12.0,1.5,0.0
"Pollo, corazón de",Carnes y Derivados,157.0,15.6,9.3,72.6,1.6,12.0,1.7,0.0
"Pollo, hígado de",Carnes y Derivados,125.0,18.0,3.9,73.6,3.4,11.0,8.56,71.0
"Pollo, sangre de, sancochada sin sal",Carnes y Derivados,89.0,19.8,0.3,78.8,0.5,16.0,52.0,70.0
"Pollo, sangre cruda de",Carnes y Derivados,65.0,15.0,0.1,83.0,0.0,12.0,27.3,0.0
"Rana, carne de",Carnes y Derivados,73.0,16.4,0.3,81.9,0.0,18.0,1.5,0.0
"Tortuga charapa, carne de",Carnes y Derivados,79.0,16.4,0.9,81.6,0.1,9.0,1.3,0.0
"Res, bazo de",Carnes y Derivados,92.0,18.9,1.2,78.1,0.0,7.0,28.7,0.0
"Res, cabeza sancochada de",Carnes y Derivados,111.0,18.6,3.4,77.1,0.2,57.0,0.5,0.0
"Res, carne pulpa de",Carnes y Derivados,105.0,21.3,1.6,75.9,0.0,16.0,3.4,0.0
"Res, corazón de",Carnes y Derivados,103.0,16.6,3.5,77.0,0.1,6.0,3.6,0.0
"Res, criadillas de",Carnes y Derivados,60.0,9.8,1.8,86.9,0.4,25.0,0.9,0.0
"Res, hígado de",Carnes y Derivados,140.0,20.0,4.6,70.8,3.3,13.0,5.4,0.0
"Res, lengua de",Carnes y Derivados,173.0,16.5,11.2,71.1,0.3,9.0,2.2,0.0
"Res, panza de (mondongo)",Carnes y Derivados,104.0,16.9,3.5,79.5,0.0,66.0,0.8,0.0
"Res, pata sancochada de",Carnes y Derivados,152.0,23.7,5.6,68.8,0.0,7.0,2.1,0.0
"Res, pulmón de (bofe)",Carnes y Derivados,83.0,17.2,1.1,80.0,0.0,6.0,6.5,0.0
"Res, riñón de",Carnes y Derivados,92.0,15.1,2.9,79.6,0.3,17.0,6.8,0.0
"Res, sesos de",Carnes y Derivados,135.0,11.3,9.6,78.1,0.0,8.0,0.9,0.0
"Res, ubre de",Carnes y Derivados,233.0,14.1,19.2,66.0,0.0,69.0,2.9,0.0
"Carnero, carne seca sin hueso (chalona)",Carnes y Derivados,320.0,50.3,11.7,20.2,0.0,53.0,3.9,0.0
"Chicharrón de cerdo, cocido",Carnes y Derivados,602.0,11.3,61.4,22.6,0.0,40.0,2.8,0.0
Chicharrón de prensa,Carnes y Derivados,438.0,23.9,37.2,29.9,0.0,60.0,2.2,0.0
Chorizo,Carnes y Derivados,287.0,21.0,21.9,52.3,0.0,56.0,4.0,0.0
Jamón del país,Carnes y Derivados,344.0,24.7,26.4,47.9,0.0,48.0,2.1,0.0
Jamonada,Carnes y Derivados,344.0,15.7,29.5,49.3,2.8,85.0,1.5,0.0
Mortadela,Carnes y Derivados,256.0,9.8,19.7,57.9,9.4,82.0,2.0,0.0
Paté,Carnes y Derivados,500.0,10.9,49.8,35.0,1.1,57.0,7.1,0.0
Queso de chancho,Carnes y Derivados,242.0,20.1,17.3,55.5,0.0,77.0,4.2,0.0
Relleno,Carnes y Derivados,119.0,14.4,5.0,75.5,3.2,63.0,16.9,0.0
Salchicha blanca chica,Carnes y Derivados,449.0,12.0,43.2,40.1,2.0,22.0,3.2,0.0
Salchicha blanca grande,Carnes y Derivados,363.0,13.6,32.3,47.9,3.5,76.0,1.2,0.0
Hot Dog,Carnes y Derivados,364.0,11.0,34.3,49.4,2.1,76.0,1.3,0.0
"Salchicha de ""Huacho""",Carnes y Derivados,461.0,12.9,44.0,38.2,2.4,80.0,5.5,0.0
Tocino,Carnes y Derivados,493.0,13.5,47.9,32.8,0.8,26.0,1.2,0.0
"Alpaca, carne pulpa de",Carnes y Derivados,109.0,24.1,0.5,73.9,0.3,11.0,2.2,0.0
"Carnero, criadillas fritas**",Carnes y Derivados,97.0,15.8,3.0,78.4,1.6,16.0,5.8,0.0
"Carnero, panza cocida (mondongo)**",Carnes y Derivados,92.0,12.3,3.1,80.7,3.7,26.0,4.2,0.0
"Carnero, pierna cocida**",Carnes y Derivados,260.0,24.8,17.6,56.4,0.5,32.0,3.6,0.0
"Carnero, sangre cocida**",Carnes y Derivados,122.0,20.4,4.5,74.4,0.0,21.0,59.2,0.0
"Cerdo, carne magra, cruda*",Carnes y Derivados,143.0,21.4,5.7,72.2,0.0,17.0,0.84,52.0
"Cerdo, corazón de**",Carnes y Derivados,131.0,15.9,6.2,74.1,2.9,9.0,5.72,0.0
"Cerdo, costilla con piel y grasa, crudo",Carnes y Derivados,298.0,17.6,24.7,56.8,0.0,8.0,0.82,57.0
"Cerdo, cuero o pellejo crocante*",Carnes y Derivados,527.0,58.5,30.5,4.8,4.6,94.0,6.2,0.0
"Cerdo, cuero**",Carnes y Derivados,505.0,48.4,34.6,14.5,0.0,15.0,0.0,0.0
"Cerdo, lengua cocida de**",Carnes y Derivados,325.0,6.1,27.5,52.7,13.0,17.0,2.4,0.0
"Cordero, pierna cruda*",Carnes y Derivados,128.0,20.6,4.5,74.1,0.0,6.0,1.82,62.0
"Codorniz, carne cocida de **",Carnes y Derivados,199.0,21.1,8.4,59.8,9.6,78.0,4.6,0.0
"Cuy, carne de",Carnes y Derivados,96.0,19.0,1.6,78.1,0.1,29.0,1.9,0.0
"Llama, carne fresca de**",Carnes y Derivados,130.0,22.5,3.3,70.3,2.7,47.0,4.62,0.0
"Llama, carne seca de (charqui)",Carnes y Derivados,279.0,57.7,3.6,25.8,1.1,37.0,6.5,0.0
"Pate de hígado de pollo, envasado*",Carnes y Derivados,201.0,13.5,13.1,65.6,6.6,10.0,9.19,386.0
