food_name,food_type,energy,proteins,total_fat,water,carbohydrates_total,calcium,iron,sodium
Frejoles con seco y arroz,Alimentos Preparados,151.0,7.9,2.8,19.8,23.6,29.0,1.69,155.0
"Frejoles con seco, ensalada y arroz",Alimentos Preparados,135.0,7.6,3.9,24.8,17.7,30.0,1.48,276.0
Garbanzo con arroz y chuleta frita,Alimentos Preparados,193.0,8.3,3.8,16.9,31.3,29.0,1.55,104.0
Garbanzo con chuleta y arroz,Alimentos Preparados,174.0,6.9,4.6,24.8,26.3,29.0,2.06,301.0
"Garbanzo con churrasco, ensalada y arroz",Alimentos Preparados,141.0,6.0,3.3,29.4,22.4,24.0,1.8,382.0
Garbanzo con pescado y arroz,Alimentos Preparados,144.0,7.2,3.5,30.7,21.1,29.0,1.6,125.0
Garbanzo con pollo y arroz,Alimentos Preparados,130.0,5.8,3.5,34.0,18.9,24.0,2.04,345.0
Guiso de caigua con arroz,Alimentos Preparados,136.0,6.7,2.0,27.7,22.3,17.0,0.7,102.0
Guiso de habas con churrasco y arroz,Alimentos Preparados,173.0,5.2,1.2,24.3,34.4,7.0,0.8,426.0
Guiso de quinua con pescado y arroz,Alimentos Preparados,179.0,4.8,8.2,14.9,22.6,11.0,0.94,377.0
Guiso de trigo con lomo de socona y arroz,Alimentos Preparados,78.0,2.5,1.0,24.9,14.8,18.0,0.36,228.0
Guiso de trigo con pollo y arroz,Alimentos Preparados,109.0,6.4,1.9,32.0,15.8,17.0,0.61,313.0
Guiso de vainita con pollo y arroz,Alimentos Preparados,95.0,4.3,0.7,54.5,18.8,67.0,1.39,125.0
Hígado encebollado con arroz,Alimentos Preparados,108.0,3.9,1.7,57.9,20.5,17.0,1.14,99.0
Hígado frito con arroz,Alimentos Preparados,174.0,5.4,5.1,37.0,26.4,10.0,1.16,149.0
Jalea con yuca frita,Alimentos Preparados,210.0,10.4,13.3,34.5,12.3,25.0,0.81,989.0
Jalea mixta,Alimentos Preparados,177.0,9.5,9.3,65.3,14.4,26.0,1.17,134.0
Jalea mixta con yuca frita,Alimentos Preparados,234.0,8.3,16.3,58.5,15.9,32.0,1.35,34.0
Jalea de pescado con arroz,Alimentos Preparados,50.0,3.7,0.4,35.0,8.1,9.0,0.13,2.0
Jalea de pescado con yuca frita,Alimentos Preparados,175.0,6.2,4.5,35.3,28.2,14.0,1.09,194.0
Kam lu wantán con arroz chaufa,Alimentos Preparados,94.0,5.4,0.9,58.9,15.9,16.0,0.69,57.0
Lasagna de res,Alimentos Preparados,257.0,10.6,8.2,44.2,35.5,90.0,1.66,21.0
Lenteja con adobo y arroz,Alimentos Preparados,128.0,7.5,0.3,14.2,23.7,34.0,0.94,725.0
Lenteja con bisteck y arroz,Alimentos Preparados,183.0,9.9,1.2,16.0,33.1,22.0,1.82,98.0
Lenteja con chuleta y arroz,Alimentos Preparados,162.0,7.1,3.7,22.5,25.1,17.0,1.14,499.0
Lenteja con estofado y arroz,Alimentos Preparados,131.0,7.4,1.3,28.3,22.3,14.0,1.09,138.0
Lenteja con filete de pechuga y arroz,Alimentos Preparados,131.0,8.2,1.1,28.3,21.8,18.0,1.21,186.0
Lenteja con hígado y arroz,Alimentos Preparados,179.0,8.8,2.4,22.0,30.5,18.0,1.93,159.0
Lenteja con lomito y arroz,Alimentos Preparados,137.0,7.2,1.5,20.1,23.5,19.0,1.36,101.0
Lenteja con milanesa y arroz,Alimentos Preparados,155.0,10.7,1.9,25.6,23.0,16.0,1.81,35.0
Lenteja con pescado y arroz,Alimentos Preparados,158.0,7.2,4.1,27.8,22.7,13.0,1.04,336.0
Locro con hígado frito y arroz,Alimentos Preparados,134.0,3.1,5.6,54.4,18.2,25.0,0.84,1239.0
Locro de zapallo con bisteck y arroz,Alimentos Preparados,116.0,3.1,4.1,44.3,17.3,22.0,0.75,219.0
Locro de zapallo con filete de pollo y arroz,Alimentos Preparados,144.0,6.1,4.2,43.6,20.4,17.0,0.75,367.0
Lomo al jugo con menestra y arroz,Alimentos Preparados,133.0,6.2,1.3,22.1,23.7,13.0,1.37,142.0
Lomo a lo strogonof con arroz,Alimentos Preparados,149.0,9.3,1.9,61.3,22.9,13.0,1.72,55.0
Lomito de atún con arroz,Alimentos Preparados,159.0,4.3,2.2,33.1,29.9,7.0,0.56,95.0
Lomo saltado con arroz,Alimentos Preparados,161.0,5.3,7.3,45.2,18.6,13.0,0.98,263.0
Lomo saltado con menestra y arroz,Alimentos Preparados,159.0,6.0,4.6,27.2,23.4,17.0,1.18,465.0
Macarrones con pollo,Alimentos Preparados,161.0,8.2,4.3,27.7,23.0,49.0,2.18,190.0
Macarrones con res,Alimentos Preparados,174.0,6.4,2.3,36.2,33.7,123.0,3.29,101.0
Malaya dorada con arroz,Alimentos Preparados,149.0,6.6,0.9,29.4,28.9,8.0,1.05,391.0
Milanesa con arroz,Alimentos Preparados,175.0,5.4,7.3,47.4,21.8,14.0,0.64,111.0
Milanesa con ensalada y arroz,Alimentos Preparados,160.0,5.8,6.2,40.7,19.7,8.0,0.6,101.0
Milanesa con menestra y arroz,Alimentos Preparados,155.0,9.3,3.6,26.7,20.4,9.0,1.08,41.0
Milanesa con papas fritas y arroz,Alimentos Preparados,156.0,4.8,6.2,48.3,20.2,12.0,0.54,787.0
Molleja saltada con arroz,Alimentos Preparados,98.0,7.0,1.2,21.3,14.5,14.0,1.51,89.0
Mondonguito a la italiana con arroz,Alimentos Preparados,139.0,5.3,1.3,45.7,26.0,19.0,0.68,71.0
Olluquito con arroz integral,Alimentos Preparados,126.0,5.1,2.4,25.9,21.4,28.0,1.19,139.0
Olluquito de charqui con arroz,Alimentos Preparados,161.0,6.2,3.1,32.3,26.5,9.0,1.51,383.0
Olluquito de res con arroz,Alimentos Preparados,129.0,5.0,0.5,42.2,25.4,5.0,1.08,53.0
Pachamanca a la olla con arroz,Alimentos Preparados,138.0,7.5,1.4,46.7,23.8,16.0,0.86,95.0
Pallares con chuleta y arroz,Alimentos Preparados,119.0,6.2,1.3,11.7,20.5,14.0,1.19,41.0
Pallares con guiso de pollo y arroz,Alimentos Preparados,172.0,9.5,2.8,27.0,26.5,15.0,1.56,160.0
Pallares con pescado y arroz,Alimentos Preparados,166.0,5.9,3.2,13.8,28.2,19.0,1.57,139.0
Pallares con pollo y arroz,Alimentos Preparados,135.0,5.8,4.2,35.9,18.8,17.0,1.48,71.0
Pavita al horno con arroz,Alimentos Preparados,127.0,6.9,4.2,58.7,15.9,19.0,1.32,92.0
Pavita al vino con arroz,Alimentos Preparados,161.0,4.4,1.3,19.7,32.1,6.0,0.73,41.0
Pavita a la norteña con arroz,Alimentos Preparados,147.0,5.7,2.3,35.7,26.3,20.0,1.36,222.0
Pavita con ensalada y arroz,Alimentos Preparados,234.0,4.5,15.2,45.9,19.9,9.0,0.82,52.0
Pavita con menestra y arroz,Alimentos Preparados,137.0,6.0,3.1,28.3,21.5,26.0,2.73,108.0
Pavita con puré y arroz,Alimentos Preparados,154.0,7.2,4.8,34.2,19.9,15.0,1.25,254.0
Patita con maní y arroz,Alimentos Preparados,134.0,4.1,1.7,38.3,25.2,12.0,0.79,98.0
Pasta al pesto,Alimentos Preparados,115.0,5.8,1.8,36.4,19.5,13.0,1.94,362.0
Pasta otros,Alimentos Preparados,119.0,8.6,3.0,41.6,15.1,34.0,1.7,72.0
Pechuga a la plancha con ensalada y arroz,Alimentos Preparados,132.0,6.7,3.7,56.2,17.8,14.0,0.67,296.0
Pechuga a la parrilla + 1 chorizo + 1 anticucho de corazón de pollo + papas fritas,Alimentos Preparados,198.0,9.2,12.8,65.2,11.6,16.0,1.2,13.0
Pescado a la chorrillana con arroz,Alimentos Preparados,224.0,5.4,12.3,35.1,22.7,10.0,0.54,86.0
Pescado a lo macho con arroz,Alimentos Preparados,154.0,6.9,4.6,22.7,20.3,8.0,0.53,231.0
Pescado con arroz,Alimentos Preparados,155.0,7.3,5.1,23.4,20.4,18.0,0.9,236.0
Pescado con ensalada y arroz,Alimentos Preparados,155.0,7.6,2.6,35.5,24.7,12.0,1.36,52.0
Pescado con menestra y arroz,Alimentos Preparados,179.0,10.3,4.2,24.1,25.0,40.0,2.18,244.0
Pescado en salsa de champiñones con arroz,Alimentos Preparados,183.0,6.7,9.0,47.0,19.8,50.0,0.31,222.0
Pescado en salsa de langostinos con arroz,Alimentos Preparados,178.0,6.1,5.0,33.1,27.2,18.0,0.78,321.0
Picante de cuy con arroz,Alimentos Preparados,170.0,4.0,11.2,65.2,13.9,26.0,0.59,485.0
Picante de pollo con arroz,Alimentos Preparados,375.0,13.1,32.1,45.6,9.1,14.0,1.6,27.0
Picante de res con arroz,Alimentos Preparados,118.0,4.9,1.6,35.8,20.5,7.0,0.82,410.0
Pizza americana personal,Alimentos Preparados,203.0,7.7,7.3,53.1,27.7,82.0,1.94,1262.0
Pollo a la brasa con papas fritas,Alimentos Preparados,185.0,9.4,10.8,62.4,12.7,14.0,0.95,400.0
Pollo  a la brasa + 1 palito de anticucho con papas fritas,Alimentos Preparados,146.0,9.7,7.9,69.9,10.3,31.0,1.56,338.0
Pollo a la chiclayana con arroz,Alimentos Preparados,137.0,8.7,1.5,46.1,21.1,14.0,0.87,111.0
Pollo a la chiclayana con menestra y arroz,Alimentos Preparados,121.0,7.5,1.0,49.5,20.0,18.0,0.8,68.0
Pollo a la leña,Alimentos Preparados,163.0,3.3,9.8,66.4,15.8,20.0,0.53,847.0
Pollo a la naranja con arroz,Alimentos Preparados,128.0,10.1,2.7,59.5,15.8,16.0,1.1,134.0
Pollo a la norteña con arroz,Alimentos Preparados,134.0,8.6,1.9,47.3,19.8,15.0,0.93,251.0
Pollo a la norteña con menestra y arroz,Alimentos Preparados,123.0,9.6,2.4,26.7,15.4,24.0,1.46,31.0
Pollo a la huachana con menestra y arroz,Alimentos Preparados,134.0,7.4,3.2,33.0,18.7,25.0,1.4,257.0
Pollo a la olla con arroz,Alimentos Preparados,150.0,7.3,2.4,42.0,23.8,12.0,0.79,351.0
Pollo a la olla con menestra y arroz,Alimentos Preparados,149.0,5.8,1.9,18.0,27.1,28.0,1.42,285.0
Pollo a la olla con ensalada y arroz,Alimentos Preparados,118.0,4.8,2.4,35.0,18.9,10.0,0.65,814.0
Pollo a la olla con puré y arroz,Alimentos Preparados,147.0,3.7,2.0,28.7,27.9,9.0,0.5,252.0
Pollo a la parrilla con arroz y papas fritas,Alimentos Preparados,273.0,7.4,20.7,43.4,14.6,7.0,0.69,652.0
Pollo a la parrilla con ensalada y arroz,Alimentos Preparados,161.0,3.3,3.3,26.6,29.0,10.0,0.53,817.0
Pollo a la parrilla con ensalada rusa y arroz,Alimentos Preparados,164.0,8.1,7.3,55.1,16.0,11.0,0.74,74.0
Pollo a la parrilla con puré y arroz,Alimentos Preparados,133.0,5.6,3.8,48.9,18.9,24.0,0.75,725.0
Pollo a la plancha con arroz,Alimentos Preparados,81.0,4.8,0.9,65.6,13.7,11.0,0.76,710.0
Pollo a la plancha con ensalada y arroz,Alimentos Preparados,151.0,8.6,1.1,32.0,25.5,8.0,0.78,55.0
Pollo a la plancha con menestra y arroz,Alimentos Preparados,150.0,8.5,1.4,19.8,25.4,31.0,1.47,446.0
Pollo a la plancha con papas doradas y arroz,Alimentos Preparados,158.0,3.1,4.0,33.1,26.7,19.0,0.44,411.0
Pollo a la plancha con papas fritas y arroz,Alimentos Preparados,130.0,8.0,2.8,47.5,17.6,10.0,0.74,301.0
"Pollo a la plancha con papas fritas, ensalada y arroz",Alimentos Preparados,165.0,7.3,7.1,49.7,18.1,13.0,0.73,488.0
Pollo a la plancha con puré y arroz,Alimentos Preparados,133.0,9.0,3.6,41.8,15.4,11.0,0.76,106.0
Pollo al ají con menestra y arroz,Alimentos Preparados,137.0,5.2,0.9,18.5,26.7,22.0,0.92,247.0
Pollo al huacatay con arroz,Alimentos Preparados,145.0,10.4,1.3,27.5,22.4,17.0,1.62,87.0
Pollo al horno con arroz,Alimentos Preparados,143.0,8.2,1.4,37.2,23.6,11.0,0.85,181.0
Pollo al horno con ensalada y arroz,Alimentos Preparados,147.0,3.1,2.4,35.7,27.7,10.0,0.46,166.0
Pollo al horno con ensalada rusa y arroz,Alimentos Preparados,134.0,9.6,3.0,52.9,16.7,17.0,0.92,151.0
Pollo al horno con menestra y arroz,Alimentos Preparados,131.0,8.4,2.0,22.3,19.4,20.0,1.28,265.0
"Pollo al horno con menestra, ensalada y arroz",Alimentos Preparados,111.0,5.4,1.8,22.3,18.1,12.0,1.01,261.0
Pollo al horno con puré y arroz,Alimentos Preparados,150.0,7.6,3.6,36.5,21.2,14.0,0.68,89.0
"Pollo al horno con puré, ensalada y arroz",Alimentos Preparados,126.0,9.4,2.8,50.6,15.2,12.0,0.79,208.0
Pollo al jugo con menestra y arroz,Alimentos Preparados,123.0,7.7,1.9,26.4,21.7,22.0,1.36,347.0
Pollo al maní con arroz,Alimentos Preparados,142.0,6.4,1.7,45.8,25.5,11.0,0.7,83.0
Pollo al maní con ensalada y arroz,Alimentos Preparados,164.0,3.2,7.7,42.9,20.9,14.0,0.56,246.0
Pollo al maní con menestra y arroz,Alimentos Preparados,140.0,9.0,2.0,29.5,21.0,11.0,0.97,56.0
Pollo al sillao con arroz,Alimentos Preparados,144.0,3.2,1.2,32.6,29.4,19.0,0.7,51.0
Pollo al sillao con ensalada y arroz,Alimentos Preparados,120.0,5.3,1.4,36.3,21.1,10.0,1.27,179.0
Pollo al vino con arroz,Alimentos Preparados,137.0,3.0,1.1,34.9,34.0,12.0,0.44,1733.0
Pollo al vino con ensalada y arroz,Alimentos Preparados,131.0,6.2,1.1,37.1,24.7,11.0,0.68,100.0
Pollo al vino con menestra y arroz,Alimentos Preparados,144.0,9.3,2.7,28.9,23.0,13.0,1.09,422.0
Pollo broaster,Alimentos Preparados,192.0,5.4,10.2,40.9,20.2,20.0,0.79,279.0
Pollo broaster con ensalada rusa y arroz,Alimentos Preparados,193.0,6.9,10.0,42.4,19.2,18.0,0.77,325.0
Pollo broaster con papas fritas y arroz,Alimentos Preparados,143.0,7.9,4.0,53.0,18.6,19.0,0.77,112.0
"Pollo broaster con papas fritas, ensalada y arroz",Alimentos Preparados,188.0,5.7,10.5,46.9,17.6,15.0,0.87,595.0
Pollo con arroz,Alimentos Preparados,156.0,4.4,5.3,26.8,22.3,13.0,0.58,223.0
Pollo con maní y arroz,Alimentos Preparados,136.0,6.6,3.7,36.9,18.4,7.0,0.66,70.0
Pollo con verduras y arroz,Alimentos Preparados,174.0,7.7,6.9,33.3,19.3,35.0,2.48,314.0
Pollo con verduras y arroz chaufa,Alimentos Preparados,144.0,4.6,0.7,31.7,29.4,15.0,1.18,76.0
Pollo dorado con papas fritas y arroz,Alimentos Preparados,180.0,7.9,5.5,41.1,24.3,8.0,0.9,307.0
Pollo enrollado con arroz,Alimentos Preparados,156.0,6.8,3.6,40.9,23.9,25.0,1.66,50.0
Pollo frito con arroz,Alimentos Preparados,150.0,6.6,2.8,41.8,24.0,7.0,0.69,467.0
Pollo frito con ensalada y arroz,Alimentos Preparados,180.0,6.6,8.4,28.1,20.1,13.0,0.89,89.0
Pollo frito con ensalada rusa y arroz,Alimentos Preparados,183.0,5.7,5.5,27.7,27.2,12.0,0.65,202.0
Pollo frito con menestra y arroz,Alimentos Preparados,179.0,4.4,6.9,17.4,24.4,8.0,0.9,536.0
Pollo frito con papas fritas y arroz,Alimentos Preparados,193.0,3.1,6.7,30.7,29.9,6.0,0.49,392.0
Pollo frito con puré y arroz,Alimentos Preparados,171.0,7.8,5.4,43.3,22.2,15.0,0.71,136.0
"Pollo frito con papas fritas, ensalada y arroz",Alimentos Preparados,165.0,5.5,6.6,47.2,20.7,11.0,0.62,230.0
Pollo saltado con arroz,Alimentos Preparados,183.0,5.5,9.6,47.5,18.4,12.0,0.68,509.0
Puré con asado con arroz,Alimentos Preparados,139.0,5.9,2.8,44.4,22.3,23.0,0.93,89.0
Puré con bisteck y arroz,Alimentos Preparados,127.0,4.8,2.3,31.9,21.4,16.0,0.7,61.0
Puré con churrasco y arroz,Alimentos Preparados,167.0,5.7,6.9,22.1,20.4,26.0,0.73,799.0
Puré con pavita y arroz,Alimentos Preparados,133.0,4.8,3.7,48.1,19.9,14.0,0.85,491.0
Puré con pollo al sillao y arroz,Alimentos Preparados,147.0,5.4,1.9,31.5,28.4,12.0,0.65,217.0
Puré con pollo y arroz,Alimentos Preparados,188.0,6.1,7.8,40.0,23.3,33.0,0.54,222.0
Puré con asado y arroz integral,Alimentos Preparados,156.0,4.9,3.3,48.1,26.7,39.0,0.71,287.0
"Puré con pollo, ensalada y arroz",Alimentos Preparados,134.0,8.1,2.6,43.3,19.0,17.0,0.73,305.0
Quinua guisada con pollo y arroz,Alimentos Preparados,134.0,7.0,2.4,24.6,20.9,10.0,1.18,217.0
Ravioles con carne,Alimentos Preparados,191.0,9.8,9.4,60.6,16.4,140.0,0.44,764.0
Rocoto relleno con arroz,Alimentos Preparados,148.0,5.2,2.9,27.9,25.3,42.0,1.0,349.0
Saltado de brócoli con arroz,Alimentos Preparados,156.0,4.1,6.8,49.6,20.1,22.0,0.81,469.0
Saltado de pollo con arroz,Alimentos Preparados,135.0,5.6,2.8,46.6,21.4,12.0,0.71,223.0
Saltado de pollo con papas fritas y arroz,Alimentos Preparados,215.0,3.7,10.3,28.5,26.5,8.0,0.57,299.0
Seco a la huachana con menestra y arroz,Alimentos Preparados,151.0,7.9,1.6,19.8,26.3,32.0,1.96,366.0
Seco a la norteña con arroz,Alimentos Preparados,128.0,5.3,1.1,44.4,24.2,15.0,0.86,72.0
Seco a la norteña con menestra y arroz,Alimentos Preparados,134.0,8.5,0.9,28.9,22.7,29.0,1.96,314.0
"Seco a la norteña con menestra, sarsa criolla y arroz",Alimentos Preparados,123.0,5.9,1.3,25.1,21.8,23.0,1.46,176.0
Seco a la norteña con sarsa criolla y arroz,Alimentos Preparados,117.0,4.5,1.5,31.0,20.9,13.0,0.91,493.0
Seco a la norteña de pollo con menestra y arroz,Alimentos Preparados,125.0,8.8,2.5,33.7,16.6,21.0,1.31,329.0
Seco a la norteña de res con menestra y arroz,Alimentos Preparados,127.0,5.9,1.4,20.4,22.2,23.0,1.37,176.0
"Seco a la norteña de res con menestra, sarsa criolla y arroz",Alimentos Preparados,108.0,3.8,0.8,28.1,22.0,21.0,1.0,322.0
"Seco a la norteña con menestra, ensalada y arroz",Alimentos Preparados,104.0,4.3,1.1,15.2,19.5,25.0,1.25,251.0
Seco con menestra y arroz,Alimentos Preparados,133.0,6.2,0.7,16.7,25.2,21.0,1.38,87.0
Seco de cabrito a la norteña con menestra y arroz,Alimentos Preparados,151.0,8.7,1.8,29.4,24.4,22.0,1.83,133.0
Seco de cabrito con arroz,Alimentos Preparados,124.0,6.4,1.7,33.6,20.4,12.0,1.22,260.0
Seco de cabrito con menestra y arroz,Alimentos Preparados,109.0,8.1,1.3,27.1,16.0,23.0,1.5,112.0
"Seco de cabrito con menestra, sarsa criolla y arroz",Alimentos Preparados,147.0,7.5,1.7,28.0,24.9,25.0,1.54,103.0
Seco de costillar con menestra y arroz,Alimentos Preparados,126.0,7.5,1.4,33.2,20.6,25.0,1.69,264.0
Seco de cordero con arroz,Alimentos Preparados,172.0,7.2,5.4,17.2,23.2,11.0,0.74,72.0
Seco de cordero con menestra y arroz,Alimentos Preparados,95.0,3.9,1.5,14.1,16.4,23.0,1.02,304.0
"Seco de cordero con menestra, sarsa criolla y arroz",Alimentos Preparados,135.0,6.5,4.7,15.5,16.6,19.0,1.12,626.0
Seco de pato con arroz,Alimentos Preparados,217.0,9.0,11.7,35.9,18.5,25.0,1.53,141.0
Seco de pollo con arroz,Alimentos Preparados,121.0,6.4,1.8,33.9,19.7,22.0,1.08,121.0
Seco de pollo con menestra y arroz,Alimentos Preparados,136.0,8.2,2.1,28.4,20.6,24.0,1.36,286.0
Seco de pollo con sarsa criolla y arroz,Alimentos Preparados,132.0,7.6,1.6,46.3,22.1,14.0,0.86,206.0
Seco de res a la huachana con menestra y arroz,Alimentos Preparados,124.0,7.3,2.0,23.4,18.9,14.0,1.53,34.0
Seco de res a la norteña con menestra y arroz,Alimentos Preparados,144.0,7.7,1.1,21.1,25.4,23.0,1.42,48.0
Seco de res con arroz,Alimentos Preparados,107.0,7.1,1.0,44.1,17.8,20.0,1.3,168.0
Seco de res con menestra y arroz,Alimentos Preparados,149.0,7.5,2.2,27.4,25.1,33.0,1.76,272.0
"Seco de res con menestra, ensalada y arroz",Alimentos Preparados,108.0,6.4,1.1,24.7,18.1,21.0,1.45,165.0
"Seco de res con menestra, sarsa criolla y arroz",Alimentos Preparados,130.0,7.3,0.8,26.6,23.2,26.0,1.69,306.0
Seco de ternera con menestra y arroz,Alimentos Preparados,125.0,7.7,1.7,25.5,19.6,26.0,1.46,270.0
Seco huachano con menestra y arroz,Alimentos Preparados,113.0,5.7,1.2,22.3,20.0,26.0,1.24,278.0
Sopa seca con carapulcra y arroz,Alimentos Preparados,222.0,12.7,11.1,47.5,17.7,40.0,3.47,36.0
Spaguetti  con crema,Alimentos Preparados,176.0,13.9,4.3,57.5,21.1,114.0,3.71,722.0
Steak al tequila,Alimentos Preparados,108.0,5.6,0.5,18.4,20.0,17.0,1.46,73.0
Sudado de pescado con arroz,Alimentos Preparados,153.0,5.2,1.3,19.7,29.0,11.0,0.58,388.0
Suprema de pescado con arroz y ensalada,Alimentos Preparados,161.0,8.0,1.7,17.6,28.3,20.0,1.48,117.0
Suprema de pollo con arroz,Alimentos Preparados,177.0,8.1,2.6,24.6,30.8,51.0,2.69,68.0
Tacacho con cecina,Alimentos Preparados,213.0,5.4,10.2,54.7,27.9,9.0,0.52,415.0
Tacu tacu con churrasco,Alimentos Preparados,160.0,7.1,3.8,32.4,24.3,36.0,1.74,919.0
Tacu tacu con filete de pollo,Alimentos Preparados,113.0,5.7,2.3,17.0,16.8,7.0,0.58,313.0
Tacu tacu con lomito,Alimentos Preparados,130.0,7.7,2.9,20.0,18.5,25.0,1.43,524.0
Tacu tacu con lomo y arroz,Alimentos Preparados,152.0,6.1,2.5,21.4,25.8,18.0,1.31,274.0
Tacu tacu con pescado,Alimentos Preparados,162.0,10.1,4.5,38.3,20.3,28.0,1.48,374.0
Tallarines al pesto con bisteck,Alimentos Preparados,140.0,6.1,4.8,31.9,18.9,52.0,2.24,128.0
Tallarines al pesto con res,Alimentos Preparados,226.0,16.3,8.3,50.9,21.8,179.0,3.21,225.0
Tallarines chifa,Alimentos Preparados,189.0,7.5,1.0,19.2,40.2,29.0,1.96,59.0
Tallarines con pollo,Alimentos Preparados,159.0,10.5,1.9,59.9,26.2,20.0,2.4,358.0
Tallarines con pollo y crema a la huancaína,Alimentos Preparados,152.0,10.8,3.2,52.6,20.9,38.0,2.0,255.0
Tallarines rojos con pollo,Alimentos Preparados,147.0,10.2,2.1,59.5,22.7,31.0,2.24,244.0
Tallarines saltado,Alimentos Preparados,190.0,8.5,1.6,48.8,37.3,27.0,5.71,775.0
Tallarines saltados con pollo,Alimentos Preparados,183.0,7.8,4.9,52.0,28.1,42.0,2.42,511.0
Tallarines verdes con chuleta,Alimentos Preparados,245.0,8.6,11.2,49.0,29.2,74.0,3.04,251.0
Tallarines verdes con churrasco,Alimentos Preparados,198.0,8.9,8.2,57.8,23.8,143.0,3.64,108.0
Tallarines verdes con churrasco y crema a la huancaína,Alimentos Preparados,185.0,7.4,4.0,56.1,31.2,85.0,2.88,149.0
Tallarines verdes con hígado,Alimentos Preparados,85.0,4.2,2.1,33.2,13.2,46.0,1.78,807.0
Tallarines verdes con milanesa,Alimentos Preparados,111.0,6.6,4.2,38.6,12.5,90.0,1.85,424.0
Tallarines verdes con pollo,Alimentos Preparados,182.0,8.3,10.8,42.0,13.7,61.0,2.17,445.0
Tallarines verdes con pollo y crema a la huancaína,Alimentos Preparados,206.0,9.0,1.9,48.2,40.0,63.0,3.52,75.0
Tallarines verdes con res,Alimentos Preparados,224.0,11.7,5.2,45.2,34.1,74.0,3.99,488.0
Ternera a la chiclayana con arroz,Alimentos Preparados,96.0,3.9,0.7,25.1,18.5,6.0,0.57,53.0
Trigo con adobo de pollo y arroz,Alimentos Preparados,138.0,5.5,4.5,29.2,18.5,23.0,0.8,233.0
Trigo con pollo y arroz,Alimentos Preparados,129.0,8.1,2.1,36.5,18.3,23.0,0.73,18.0
Trigo guisado con pollo y arroz,Alimentos Preparados,118.0,7.9,3.3,43.6,13.5,12.0,0.75,820.0
Trucha con arroz,Alimentos Preparados,299.0,4.2,18.8,26.8,28.8,7.0,0.9,386.0
Trucha con menestra y arroz,Alimentos Preparados,142.0,5.2,4.7,24.2,20.2,29.0,1.2,529.0
Virado paulista,Alimentos Preparados,86.0,3.5,2.6,8.9,11.8,11.0,0.85,91.0
Ají de gallina con papa blanca más arroz*,Alimentos Preparados,111.0,3.7,1.9,73.6,19.7,0.0,0.0,0.0
Ají de pollo con zanahoria más arroz blanco*,Alimentos Preparados,124.0,5.2,1.5,69.9,22.4,0.0,0.0,0.0
Ajiaco de papa con huevo duro y arroz blanco*,Alimentos Preparados,106.0,4.7,1.8,74.6,17.8,0.0,0.0,0.0
Arroz blanco con guiso de pota*,Alimentos Preparados,103.0,3.3,1.4,74.7,19.3,0.0,0.0,0.0
Arroz blanco con tortilla de atún*,Alimentos Preparados,210.0,6.7,7.6,55.4,28.8,0.0,0.0,0.0
Arroz blanco con tortilla de atún con pota*,Alimentos Preparados,210.0,7.2,8.4,56.6,26.3,0.0,0.0,0.0
Arvejita verde partida con arroz blanco y ceviche de pollo*,Alimentos Preparados,129.0,6.2,1.9,68.6,22.0,0.0,0.0,0.0
Arvejita verde partida con croquetas de pescado y arroz blanco*,Alimentos Preparados,130.0,5.3,1.4,67.9,24.1,0.0,0.0,0.0
Arverjita verde partida con guiso de pescado y arroz*,Alimentos Preparados,143.0,6.8,2.9,66.4,22.3,0.0,0.0,0.0
Arvejita verde partida con hígado entomatado más arroz blanco*,Alimentos Preparados,123.0,6.0,2.3,71.0,19.5,0.0,0.0,0.0
Arvejita verde partida con papa e hígado frito más arroz blanco*,Alimentos Preparados,133.0,5.5,3.1,69.5,20.8,0.0,0.0,0.0
Arvejita con papa e hígado entomatado*,Alimentos Preparados,124.0,7.4,2.0,70.0,19.2,0.0,0.0,0.0
Arvejita con papa e hígado empimentado con arroz*,Alimentos Preparados,114.0,5.5,0.7,71.1,21.5,0.0,0.0,0.0
Cau cau de pollo e hígado de pollo con arroz*,Alimentos Preparados,122.0,5.8,2.3,71.3,19.4,0.0,0.0,0.0
Carapulcra de morón con pollo y yuca*,Alimentos Preparados,76.0,2.4,0.9,81.0,14.8,0.0,0.0,0.0
Carapulcra de trigo con papa y pollo más arroz*,Alimentos Preparados,101.0,4.3,0.5,74.2,19.9,0.0,0.0,0.0
Frejol panamíto con atún al jugo más arroz blanco*,Alimentos Preparados,127.0,5.6,3.0,70.5,19.5,0.0,0.0,0.0
Frejol panamito con papa y sangrecita entomatada*,Alimentos Preparados,118.0,5.3,1.9,71.5,20.0,0.0,0.0,0.0
Guiso de caigua con pollo*,Alimentos Preparados,117.0,5.2,3.4,73.8,16.4,0.0,0.0,0.0
Guiso de frejol panamito con atún más ensalada de pepinillo*,Alimentos Preparados,163.0,6.8,6.2,65.9,20.0,0.0,0.0,0.0
Guiso de frejol panamito con pescado frito más ensalada de pepinillo*,Alimentos Preparados,132.0,6.6,1.7,67.9,22.6,0.0,0.0,0.0
Lentejas con ensalada de atún y arroz blanco*,Alimentos Preparados,132.0,6.1,2.0,68.1,22.5,0.0,0.0,0.0
Lentejas con huevo sancochado y ensalada de zanahoria más arroz blanco*,Alimentos Preparados,115.0,5.6,2.2,73.0,18.1,0.0,0.0,0.0
